Entry	Protein names	Length	Subcellular location [CC]	mark
Q8N6Y2	Leucine-rich repeat-containing protein 17 (p37NB)	441	"Secreted, extracellular space {ECO:0000250}."	1
Q8N8R5	UPF0565 protein C2orf69	385	Secreted {ECO:0000305}.	1
Q8N8U9	BMP-binding endothelial regulator protein (Bone morphogenetic protein-binding endothelial cell precursor-derived regulator) (Protein crossveinless-2) (hCV2)	685	Secreted {ECO:0000269|PubMed:14766204}.	1
Q8N907	"DAN domain family member 5 (Cerberus-like protein 2) (Cerl-2) (Cysteine knot superfamily 1, BMP antagonist 3) (Gremlin-3)"	189	Secreted {ECO:0000305}.	1
Q8NB37	Glutamine amidotransferase-like class 1 domain-containing protein 1 (Parkinson disease 7 domain-containing protein 1)	220	Secreted {ECO:0000305}.	1
Q8NBI3	Draxin (Dorsal inhibitory axon guidance protein) (Dorsal repulsive axon guidance protein) (Neucrin)	349	Secreted {ECO:0000305}.	1
Q8NCF0	C-type lectin domain family 18 member C (Mannose receptor-like protein 3)	446	Secreted {ECO:0000250|UniProtKB:A5D8T8}. Endoplasmic reticulum {ECO:0000305|PubMed:26170455}. Golgi apparatus {ECO:0000305|PubMed:26170455}. Endosome {ECO:0000305|PubMed:26170455}.	1
Q8NCW5	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (Apolipoprotein A-I-binding protein) (AI-BP) (NAD(P)HX epimerase) (YjeF N-terminal domain-containing protein 1) (YjeF_N1)	288	"Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03159}. Secreted {ECO:0000255|HAMAP-Rule:MF_03159, ECO:0000269|PubMed:11991719}. Note=In sperm, secretion gradually increases during capacitation. {ECO:0000255|HAMAP-Rule:MF_03159}."	1
Q8NDA2	Hemicentin-2	5059	"Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:A2AJ76}. Cleavage furrow {ECO:0000250|UniProtKB:A2AJ76}. Note=The antibody used to determine subcellular location does not distinguish between HMCN1 and HMCN2. {ECO:0000250|UniProtKB:A2AJ76}."	1
Q8NDX9	Lymphocyte antigen 6 complex locus protein G5b	201	Secreted {ECO:0000305}.	1
Q8NEB7	"Acrosin-binding protein (Acrosin-binding protein, 60 kDa form) (Cancer/testis antigen 23) (CT23) (Cancer/testis antigen OY-TES-1) (Proacrosin-binding protein sp32) [Cleaved into: Acrosin-binding protein, mature form (Acrosin-binding protein, 32 kDa form, mature form)]"	543	"Secreted {ECO:0000250|UniProtKB:Q29016}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000250|UniProtKB:Q29016, ECO:0000250|UniProtKB:Q3V140}."	1
Q8NEV9	Interleukin-27 subunit alpha (IL-27 subunit alpha) (IL-27-A) (IL27-A) (Interleukin-30) (p28)	243	Secreted {ECO:0000269|PubMed:12121660}. Note=Does not seem to be secreted without coexpression of EBI3.	1
Q8NF86	Serine protease 33 (EC 3.4.21.-) (Serine protease EOS)	280	Secreted {ECO:0000250}.	1
Q8NFQ5	BPI fold-containing family B member 6 (Bactericidal/permeability-increasing protein-like 3)	453	Secreted {ECO:0000250}.	1
Q8NFQ6	BPI fold-containing family C protein (Bactericidal/permeability-increasing protein-like 2) (BPI-like 2)	507	Secreted {ECO:0000250}.	1
Q8NFW1	Collagen alpha-1(XXII) chain	1626	"Secreted, extracellular space, extracellular matrix. Cytoplasm {ECO:0000250}."	1
Q8NI99	Angiopoietin-related protein 6 (Angiopoietin-like protein 6) (Angiopoietin-related growth factor) (Angiopoietin-related protein 5)	470	Secreted {ECO:0000305}.	1
Q8TAL6	Fin bud initiation factor homolog	211	Secreted {ECO:0000250}. Golgi apparatus {ECO:0000250}. Endoplasmic reticulum {ECO:0000269|PubMed:21615908}.	1
Q8TAT2	Fibroblast growth factor-binding protein 3 (FGF-BP3) (FGF-binding protein 3) (FGFBP-3)	258	Secreted {ECO:0000269|PubMed:18669637}.	1
Q8TAX7	Mucin-7 (MUC-7) (Apo-MG2) (Salivary mucin-7)	377	Secreted {ECO:0000269|PubMed:7690757}.	1
Q8TB22	Spermatogenesis-associated protein 20 (Sperm-specific protein 411) (Ssp411)	786	Secreted {ECO:0000305}.	1
Q8TB73	Protein NDNF (Neuron-derived neurotrophic factor)	568	"Secreted {ECO:0000269|PubMed:20969804, ECO:0000269|PubMed:24706764, ECO:0000269|PubMed:31883645}."	1
Q8TDE3	Ribonuclease 8 (RNase 8) (EC 3.1.27.-)	154	Secreted {ECO:0000305}.	1
Q8TDL5	"BPI fold-containing family B member 1 (Long palate, lung and nasal epithelium carcinoma-associated protein 1) (von Ebner minor salivary gland protein) (VEMSGP)"	484	Secreted {ECO:0000250}.	1
Q8TE56	A disintegrin and metalloproteinase with thrombospondin motifs 17 (ADAM-TS 17) (ADAM-TS17) (ADAMTS-17) (EC 3.4.24.-)	1095	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
Q8TE57	A disintegrin and metalloproteinase with thrombospondin motifs 16 (ADAM-TS 16) (ADAM-TS16) (ADAMTS-16) (EC 3.4.24.-)	1224	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
Q8TE58	A disintegrin and metalloproteinase with thrombospondin motifs 15 (ADAM-TS 15) (ADAM-TS15) (ADAMTS-15) (EC 3.4.24.-)	950	"Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:P59384}. Cell surface {ECO:0000250|UniProtKB:P59384}."	1
Q8TE59	A disintegrin and metalloproteinase with thrombospondin motifs 19 (ADAM-TS 19) (ADAM-TS19) (ADAMTS-19) (EC 3.4.24.-)	1207	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
Q8TE60	A disintegrin and metalloproteinase with thrombospondin motifs 18 (ADAM-TS 18) (ADAM-TS18) (ADAMTS-18) (EC 3.4.24.-)	1221	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
Q8TER0	"Sushi, nidogen and EGF-like domain-containing protein 1 (Insulin-responsive sequence DNA-binding protein 1) (IRE-BP1)"	1413	Secreted {ECO:0000305}.	1
Q8TEU8	"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2 (Growth and differentiation factor-associated serum protein 1) (GASP-1) (hGASP-1) (WAP, follistatin, immunoglobulin, Kunitz and NTR domain-containing-related protein) (WFIKKN-related protein)"	576	Secreted {ECO:0000250}.	1
Q8WTR8	Netrin-5 (Netrin-1-like protein)	489	Secreted {ECO:0000255}.	1
Q8WTU2	Scavenger receptor cysteine-rich domain-containing group B protein (Four scavenger receptor cysteine-rich domains-containing protein) (S4D-SRCRB)	575	Secreted {ECO:0000305}.	1
Q8WUA8	Tsukushi (E2-induced gene 4 protein) (Leucine-rich repeat-containing protein 54)	353	Secreted {ECO:0000250|UniProtKB:Q8CBR6}.	1
Q8WUJ1	Neuferricin (Cytochrome b5 domain-containing protein 2)	264	Secreted {ECO:0000250}.	1
Q8WUM4	Programmed cell death 6-interacting protein (PDCD6-interacting protein) (ALG-2-interacting protein 1) (ALG-2-interacting protein X) (Hp95)	868	"Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q9QZA2}. Melanosome {ECO:0000269|PubMed:17081065}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:17556548, ECO:0000269|PubMed:17853893}. Secreted, extracellular exosome {ECO:0000269|PubMed:22660413}. Cell junction, tight junction {ECO:0000250|UniProtKB:Q9WU78}. Midbody, Midbody ring {ECO:0000269|PubMed:17853893, ECO:0000269|PubMed:18641129}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV. Colocalized with CEP55 at centrosomes of non-dividing cells. Component of the actomyosin-tight junction complex (By similarity). PDCD6IP targeting to the midbody requires the interaction with CEP55 (PubMed:18641129). {ECO:0000250|UniProtKB:Q9QZA2, ECO:0000250|UniProtKB:Q9WU78, ECO:0000269|PubMed:17081065, ECO:0000269|PubMed:17556548, ECO:0000269|PubMed:17853893, ECO:0000269|PubMed:18641129}."	1
Q8WUY1	Protein THEM6 (Mesenchymal stem cell protein DSCD75) (Thioesterase superfamily member 6)	208	Secreted {ECO:0000305}.	1
Q8WVF2	Unique cartilage matrix-associated protein [Cleaved into: Unique cartilage matrix-associated protein C-terminal fragment (Ucma-C) (Gla-rich protein) (GRP)]	138	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
Q8WWQ2	Inactive heparanase-2 (Hpa2)	592	"Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:20576607}."	1
Q8WWU7	Intelectin-2 (Endothelial lectin HL-2)	325	Secreted {ECO:0000305}.	1
Q8WWZ1	Interleukin-1 family member 10 (IL-1F10) (Family of interleukin 1-theta) (FIL1 theta) (Interleukin-1 HY2) (IL-1HY2) (Interleukin-1 theta) (IL-1 theta) (Interleukin-38) (IL-38)	152	Cytoplasm {ECO:0000269|PubMed:32272059}. Secreted {ECO:0000269|PubMed:32272059}. Note=The secretion is dependent on protein unfolding and facilitated by the cargo receptor TMED10; it results in protein translocation from the cytoplasm into the ERGIC (endoplasmic reticulum-Golgi intermediate compartment) followed by vesicle entry and secretion. {ECO:0000269|PubMed:32272059}.	1
Q8WX77	Insulin-like growth factor-binding protein-like 1 (IGFBP-related protein 10) (Insulin-like growth factor-binding-related protein 4) (IGFBP-rP4)	278	Secreted {ECO:0000269|PubMed:15845387}.	1
Q8WXA2	Prostate and testis expressed protein 1	126	Secreted {ECO:0000305}.	1
Q8WXQ8	Carboxypeptidase A5 (EC 3.4.17.-)	436	Secreted {ECO:0000250}.	1
Q8WXS8	A disintegrin and metalloproteinase with thrombospondin motifs 14 (ADAM-TS 14) (ADAM-TS14) (ADAMTS-14) (EC 3.4.24.-)	1223	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
Q92484	Acid sphingomyelinase-like phosphodiesterase 3a (ASM-like phosphodiesterase 3a) (EC 3.1.4.-)	453	Secreted {ECO:0000269|PubMed:25288789}.	1
Q92520	Protein FAM3C (Interleukin-like EMT inducer)	227	Secreted {ECO:0000250}. Cytoplasmic vesicle {ECO:0000269|PubMed:16959614}. Note=Cytoplasmic in some cancer cells.	1
Q92563	"Testican-2 (SPARC/osteonectin, CWCV, and Kazal-like domains proteoglycan 2)"	424	"Secreted, extracellular space, extracellular matrix {ECO:0000305}."	1
Q92626	Peroxidasin homolog (EC 1.11.1.7) (Melanoma-associated antigen MG50) (Vascular peroxidase 1) (p53-responsive gene 2 protein)	1479	"Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:19590037, ECO:0000269|Ref.8}. Note=Enriched in the peritubular space of fibrotic kidneys."	1
Q92765	Secreted frizzled-related protein 3 (sFRP-3) (Frezzled) (Fritz) (Frizzled-related protein 1) (FrzB-1)	325	Secreted {ECO:0000305}.	1
Q92820	Gamma-glutamyl hydrolase (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase)	318	"Secreted, extracellular space {ECO:0000305}. Lysosome {ECO:0000269|PubMed:12643545}. Melanosome {ECO:0000269|PubMed:12643545}. Note=While its intracellular location is primarily the lysosome, most of the enzyme activity is secreted. Identified by mass spectrometry in melanosome fractions from stage I to stage IV. {ECO:0000269|PubMed:12643545}."	1
Q92874	Deoxyribonuclease-1-like 2 (EC 3.1.21.-) (DNase I homolog protein DHP1) (Deoxyribonuclease I-like 2) (DNase I-like 2)	299	Cytoplasm {ECO:0000269|PubMed:16902420}. Secreted {ECO:0000305}.	1
Q92954	Proteoglycan 4 (Lubricin) (Megakaryocyte-stimulating factor) (Superficial zone proteoglycan) [Cleaved into: Proteoglycan 4 C-terminal part]	1404	Secreted {ECO:0000269|PubMed:14976050}.	1
Q93091	Ribonuclease K6 (RNase K6) (EC 3.1.27.-)	150	Secreted {ECO:0000269|PubMed:25075772}. Lysosome {ECO:0000305|PubMed:25075772}. Cytoplasmic granule {ECO:0000269|PubMed:25075772}.	1
Q93097	Protein Wnt-2b (Protein Wnt-13)	391	"Secreted, extracellular space, extracellular matrix {ECO:0000305}. Secreted {ECO:0000269|PubMed:26902720}."	1
Q969D9	Thymic stromal lymphopoietin	159	Secreted {ECO:0000269|PubMed:11418668}.	1
Q969H8	Myeloid-derived growth factor (MYDGF)	173	"Secreted {ECO:0000269|PubMed:17362502, ECO:0000269|PubMed:25581518}. Endoplasmic reticulum-Golgi intermediate compartment {ECO:0000269|PubMed:17362502}. Endoplasmic reticulum {ECO:0000269|PubMed:29954947}. Golgi apparatus {ECO:0000269|PubMed:29954947}. Note=The C-terminal RTEL motif may provide retention in the endoplasmic reticulum. {ECO:0000269|PubMed:25581518, ECO:0000269|PubMed:29954947}."	1
Q969J5	"Interleukin-22 receptor subunit alpha-2 (IL-22 receptor subunit alpha-2) (IL-22R-alpha-2) (IL-22RA2) (Cytokine receptor class-II member 10) (Cytokine receptor family 2 member 10) (CRF2-10) (Cytokine receptor family type 2, soluble 1) (CRF2-S1) (Interleukin-22-binding protein) (IL-22BP) (IL22BP) (ZcytoR16)"	263	Secreted {ECO:0000269|PubMed:12700595}.	1
Q969Y0	NXPE family member 3 (Protein FAM55C)	559	Secreted {ECO:0000305}.	1
Q96A99	Pentraxin-4	478	Secreted {ECO:0000305}.	1
Q96BH3	Epididymal sperm-binding protein 1 (Epididymal secretory protein 12) (hE12)	223	"Secreted {ECO:0000269|PubMed:11144225, ECO:0000269|PubMed:17307309}."	1
Q96BQ1	Protein FAM3D	224	Secreted {ECO:0000305}.	1
Q96CG8	Collagen triple helix repeat-containing protein 1	243	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
Q96DA0	Zymogen granule protein 16 homolog B	208	Secreted {ECO:0000305}.	1
Q96DN2	von Willebrand factor C and EGF domain-containing protein (HBV X protein up-regulated gene 11 protein) (HBxAg up-regulated gene 11 protein)	955	Secreted {ECO:0000305}. Note=According to PubMed:16496348 is localized in the cytoplasm. {ECO:0000269|PubMed:16496348}.	1
Q96DR5	"BPI fold-containing family A member 2 (Parotid secretory protein) (PSP) (Short palate, lung and nasal epithelium carcinoma-associated protein 2)"	249	Secreted {ECO:0000250}.	1
Q96DX4	RING finger and SPRY domain-containing protein 1	576	Secreted {ECO:0000305}.	1
Q96EE4	Coiled-coil domain-containing protein 126	140	Secreted {ECO:0000305}.	1
Q96HF1	Secreted frizzled-related protein 2 (FRP-2) (sFRP-2) (Secreted apoptosis-related protein 1) (SARP-1)	295	Secreted {ECO:0000250}.	1
Q96I82	Kazal-type serine protease inhibitor domain-containing protein 1	304	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
Q96JB6	Lysyl oxidase homolog 4 (EC 1.4.3.-) (Lysyl oxidase-like protein 4) (Lysyl oxidase-related protein C)	756	"Secreted, extracellular space {ECO:0000305}."	1
Q96JK4	HHIP-like protein 1	782	Secreted {ECO:0000305}.	1
Q96KX0	Lysozyme-like protein 4 (Lysozyme-4)	146	"Secreted {ECO:0000250|UniProtKB:Q9D925}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000250|UniProtKB:Q9D925}. Cell projection, cilium, flagellum {ECO:0000250|UniProtKB:Q9D925}. Note=Found in the principal piece of sperm tail. {ECO:0000250|UniProtKB:Q9D925}."	1
Q96L11	Sperm-egg fusion protein LLCFC1 (LLLL and CFNLAS motif-containing protein 1) (MSSP-binding protein CTM-1) (Sperm-oocyte fusion required protein 1)	122	Secreted {ECO:0000305}.	1
Q96L15	Ecto-ADP-ribosyltransferase 5 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 5) (ARTC5) (Mono(ADP-ribosyl)transferase 5) (NAD(P)(+)--arginine ADP-ribosyltransferase 5)	291	Secreted {ECO:0000305}.	1
Q96LB8	Peptidoglycan recognition protein 4 (Peptidoglycan recognition protein I-beta) (PGLYRPIbeta) (PGRP-I-beta) (Peptidoglycan recognition protein intermediate beta)	373	Secreted {ECO:0000269|PubMed:16354652}.	1
Q96LB9	Peptidoglycan recognition protein 3 (Peptidoglycan recognition protein I-alpha) (PGLYRPIalpha) (PGRP-I-alpha) (Peptidoglycan recognition protein intermediate alpha)	341	Secreted {ECO:0000269|PubMed:16354652}.	1
Q96LR4	Chemokine-like protein TAFA-4	140	"Secreted {ECO:0000269|PubMed:15028294, ECO:0000269|PubMed:25109685}."	1
Q96MK3	Pseudokinase FAM20A	541	Secreted {ECO:0000250|UniProtKB:Q8CID3}. Golgi apparatus {ECO:0000269|PubMed:23468644}. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q8CID3}.	1
Q96MS3	Glycosyltransferase 1 domain-containing protein 1 (EC 2.4.-.-)	346	Secreted {ECO:0000305}.	1
Q96NZ8	"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1 (Growth and differentiation factor-associated serum protein 2) (GASP-2) (hGASP-2) (WAP, follistatin, immunoglobulin, Kunitz and NTR domain-containing protein)"	548	Secreted {ECO:0000250}.	1
Q96NZ9	Proline-rich acidic protein 1 (Epididymis tissue protein Li 178) (Uterine-specific proline-rich acidic protein)	151	Secreted {ECO:0000269|PubMed:14583459}.	1
Q96P44	Collagen alpha-1(XXI) chain	957	"Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:11863369}. Cytoplasm {ECO:0000269|PubMed:11863369}. Note=Found in the extracellular matrix component of blood vessel walls and in the cytoplasm of cultured human aortic smooth muscle."	1
Q96PB7	Noelin-3 (Olfactomedin-3) (Optimedin)	478	"Secreted {ECO:0000250}. Cell junction, synapse {ECO:0000250}."	1
Q96PD4	Interleukin-17F (IL-17F) (Cytokine ML-1)	163	Secreted {ECO:0000250|UniProtKB:Q7TNI7}.	1
Q96QH8	Sperm acrosome-associated protein 5 (EC 3.2.1.17) (Lysozyme-like protein 5) (Sperm-specific lysozyme-like protein X) (SLLP-X)	159	Secreted {ECO:0000305}.	1
Q96QR1	Secretoglobin family 3A member 1 (Cytokine HIN-1) (High in normal 1) (Pneumo secretory protein 2) (PnSP-2) (Uteroglobin-related protein 2)	104	Secreted {ECO:0000269|PubMed:11481438}.	1
Q96RQ9	L-amino-acid oxidase (LAAO) (LAO) (EC 1.4.3.2) (EC 1.4.3.25) (Interleukin-4-induced protein 1) (IL4-induced protein 1) (hIL4I1) (Protein Fig-1) (hFIG1)	567	"Secreted {ECO:0000269|PubMed:17356132, ECO:0000269|PubMed:28891065, ECO:0000269|PubMed:32818467}. Lysosome {ECO:0000250|UniProtKB:O09046}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000269|PubMed:25767141}. Note=Secreted at the immunological synapse. {ECO:0000269|PubMed:28891065}."	1
Q96S42	Nodal homolog	347	Secreted {ECO:0000250}.	1
Q96S86	Hyaluronan and proteoglycan link protein 3	360	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
Q96SL4	Glutathione peroxidase 7 (GPx-7) (GSHPx-7) (EC 1.11.1.9) (CL683)	187	Secreted {ECO:0000305}.	1
Q99435	Protein kinase C-binding protein NELL2 (NEL-like protein 2) (Nel-related protein 2)	816	Secreted {ECO:0000250|UniProtKB:Q62918}.	1
Q99470	Stromal cell-derived factor 2 (SDF-2)	211	Secreted {ECO:0000305}.	1
Q99542	Matrix metalloproteinase-19 (MMP-19) (EC 3.4.24.-) (Matrix metalloproteinase RASI) (Matrix metalloproteinase-18) (MMP-18)	508	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
Q99574	Neuroserpin (Peptidase inhibitor 12) (PI-12) (Serpin I1)	410	"Secreted {ECO:0000269|PubMed:17040209}. Cytoplasmic vesicle, secretory vesicle lumen {ECO:0000305|PubMed:17040209}. Perikaryon {ECO:0000269|PubMed:17040209}."	1
Q99645	Epiphycan (Dermatan sulfate proteoglycan 3) (Proteoglycan-Lb) (PG-Lb) (Small chondroitin/dermatan sulfate proteoglycan)	322	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
Q99674	Cell growth regulator with EF hand domain protein 1 (Cell growth regulatory gene 11 protein) (Hydrophobestin)	318	Secreted {ECO:0000250}.	1
Q99715	Collagen alpha-1(XII) chain	3063	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
Q99784	Noelin (Neuronal olfactomedin-related ER localized protein) (Olfactomedin-1)	485	"Secreted {ECO:0000250|UniProtKB:O88998}. Cell junction, synapse {ECO:0000250|UniProtKB:O88998}. Endoplasmic reticulum {ECO:0000250|UniProtKB:O88998}. Cell projection, axon {ECO:0000250|UniProtKB:O88998}. Perikaryon {ECO:0000250|UniProtKB:O88998}."	1
Q99935	Opiorphin prepropeptide (Basic proline-rich lacrimal protein) (Proline-rich protein 1) (PRL1) [Cleaved into: Opiorphin]	248	Secreted {ECO:0000269|PubMed:17101991}.	1
Q99944	Epidermal growth factor-like protein 8 (EGF-like protein 8) (Vascular endothelial statin-2) (VE-statin-2)	293	Secreted {ECO:0000305}.	1
Q99954	Submaxillary gland androgen-regulated protein 3A (Proline-rich protein 5) (Proline-rich protein PBI)	134	Secreted {ECO:0000305}.	1
Q99969	Retinoic acid receptor responder protein 2 (Chemerin) (RAR-responsive protein TIG2) (Tazarotene-induced gene 2 protein)	163	Secreted {ECO:0000305}.	1
Q99983	Osteomodulin (Keratan sulfate proteoglycan osteomodulin) (KSPG osteomodulin) (Osteoadherin) (OSAD)	421	"Secreted, extracellular space, extracellular matrix {ECO:0000250}."	1
Q99988	Growth/differentiation factor 15 (GDF-15) (Macrophage inhibitory cytokine 1) (MIC-1) (NSAID-activated gene 1 protein) (NAG-1) (NSAID-regulated gene 1 protein) (NRG-1) (Placental TGF-beta) (Placental bone morphogenetic protein) (Prostate differentiation factor)	308	"Secreted {ECO:0000269|PubMed:28572090, ECO:0000269|PubMed:29046435}."	1
Q9BPW4	Apolipoprotein L4 (Apolipoprotein L-IV) (ApoL-IV)	351	Secreted {ECO:0000305}.	1
Q9BQB4	Sclerostin	213	"Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:20551380}."	1
Q9BQI4	Coiled-coil domain-containing protein 3 (Fat/vessel-derived secretory protein) (Favine)	270	Secreted {ECO:0000250|UniProtKB:Q9D6Y1}.	1
Q9BQP9	"BPI fold-containing family A member 3 (Short palate, lung and nasal epithelium carcinoma-associated protein 3)"	254	Secreted {ECO:0000305}.	1
Q9BRR6	ADP-dependent glucokinase (ADP-GK) (ADPGK) (EC 2.7.1.147) (RbBP-35)	497	Secreted {ECO:0000305}.	1
Q9BRX8	Peroxiredoxin-like 2A (Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes) (Protein PAMM) (Redox-regulatory protein FAM213A)	229	Cytoplasm {ECO:0000269|PubMed:19951071}. Secreted {ECO:0000269|PubMed:26438880}. Note=Secreted from mature adipocytes but not from preadipocytes. {ECO:0000269|PubMed:26438880}.	1
