Entry	Protein names	Length	Subcellular location [CC]	mark
P19440	Glutathione hydrolase 1 proenzyme (EC 3.4.19.13) (Gamma-glutamyltransferase 1) (Gamma-glutamyltranspeptidase 1) (GGT 1) (EC 2.3.2.2) (Leukotriene-C4 hydrolase) (EC 3.4.19.14) (CD antigen CD224) [Cleaved into: Glutathione hydrolase 1 heavy chain; Glutathione hydrolase 1 light chain]	569	"Cell membrane {ECO:0000269|PubMed:23682772, ECO:0000269|PubMed:8095045}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:P07314}."	1
P05186	"Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNSALP) (EC 3.1.3.1) (Alkaline phosphatase liver/bone/kidney isozyme)"	524	"Cell membrane {ECO:0000269|PubMed:23688511, ECO:0000269|PubMed:25982064}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:23688511, ECO:0000269|PubMed:25982064}."	1
P51684	C-C chemokine receptor type 6 (C-C CKR-6) (CC-CKR-6) (CCR-6) (Chemokine receptor-like 3) (CKR-L3) (DRY6) (G-protein coupled receptor 29) (GPR-CY4) (GPRCY4) (LARC receptor) (CD antigen CD196)	374	Cell membrane {ECO:0000269|PubMed:23765988}; Multi-pass membrane protein {ECO:0000255}. Cell surface {ECO:0000269|PubMed:12081481}.	1
Q9UBH6	Xenotropic and polytropic retrovirus receptor 1 (Protein SYG1 homolog) (Xenotropic and polytropic murine leukemia virus receptor X3) (X-receptor)	696	Cell membrane {ECO:0000269|PubMed:23791524}; Multi-pass membrane protein {ECO:0000305}.	1
Q9H6D3	"XK-related protein 8 (hXkr8) [Cleaved into: XK-related protein 8, processed form]"	395	Cell membrane {ECO:0000269|PubMed:23845944}; Multi-pass membrane protein {ECO:0000269|PubMed:23845944}.	1
Q9HBW9	"Adhesion G protein-coupled receptor L4 (EGF, latrophilin and seven transmembrane domain-containing protein 1) (EGF-TM7-latrophilin-related protein) (ETL protein)"	690	Cell membrane {ECO:0000269|PubMed:23871637}; Multi-pass membrane protein {ECO:0000255}.	1
Q9BX84	Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6)	2022	Cell membrane {ECO:0000269|PubMed:23942199}; Multi-pass membrane protein.	1
P20594	Atrial natriuretic peptide receptor 2 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type B) (ANP-B) (ANPR-B) (NPR-B) (Guanylate cyclase B) (GC-B)	1047	"Cell membrane {ECO:0000269|PubMed:24001744, ECO:0000269|PubMed:26980729}; Single-pass type I membrane protein {ECO:0000305|PubMed:26980729}."	1
P60201	Myelin proteolipid protein (PLP) (Lipophilin)	277	"Cell membrane {ECO:0000269|PubMed:24103481}; Multi-pass membrane protein {ECO:0000269|PubMed:24103481}. Myelin membrane {ECO:0000250}. Note=Colocalizes with SIRT2 in internodal regions, at paranodal axoglial junction and Schmidt-Lanterman incisures of myelin sheat. {ECO:0000250}."	1
Q6ZTQ4	Cadherin-related family member 3 (Cadherin-like protein 28)	885	Cell membrane {ECO:0000269|PubMed:24241537}; Single-pass type I membrane protein {ECO:0000250}.	1
Q8IWT1	Sodium channel subunit beta-4	228	Cell membrane {ECO:0000269|PubMed:24297919}; Single-pass type I membrane protein {ECO:0000269|PubMed:24297919}.	1
P06729	T-cell surface antigen CD2 (Erythrocyte receptor) (LFA-2) (LFA-3 receptor) (Rosette receptor) (T-cell surface antigen T11/Leu-5) (CD antigen CD2)	351	Cell membrane {ECO:0000269|PubMed:2437578}; Single-pass type I membrane protein {ECO:0000305}.	1
Q96L08	Sushi domain-containing protein 3	255	Cell membrane {ECO:0000269|PubMed:24413080}; Single-pass membrane protein {ECO:0000305}. Note=Prominently localized to cell-cell borders. {ECO:0000269|PubMed:24413080}.	1
Q86T26	Transmembrane protease serine 11B (EC 3.4.21.-) (Airway trypsin-like protease 5)	416	Cell membrane {ECO:0000269|PubMed:24498351}; Single-pass type II membrane protein {ECO:0000305}.	1
A6NNB3	Interferon-induced transmembrane protein 5 (Bone-restricted interferon-induced transmembrane protein-like protein) (BRIL) (Dispanin subfamily A member 1) (DSPA1)	132	Cell membrane {ECO:0000269|PubMed:24519609}; Multi-pass membrane protein {ECO:0000255}.	1
Q14246	Adhesion G protein-coupled receptor E1 (EGF-like module receptor 1) (EGF-like module-containing mucin-like hormone receptor-like 1) (EMR1 hormone receptor)	886	Cell membrane {ECO:0000269|PubMed:24530099}; Multi-pass membrane protein {ECO:0000255}.	1
Q13641	Trophoblast glycoprotein (5T4 oncofetal antigen) (5T4 oncofetal trophoblast glycoprotein) (5T4 oncotrophoblast glycoprotein) (M6P1) (Wnt-activated inhibitory factor 1) (WAIF1)	420	Cell membrane {ECO:0000269|PubMed:24582434}; Single-pass type I membrane protein {ECO:0000269|PubMed:24582434}.	1
Q13255	Metabotropic glutamate receptor 1 (mGluR1)	1194	Cell membrane {ECO:0000269|PubMed:24603153}; Multi-pass membrane protein {ECO:0000269|PubMed:24603153}.	1
O60602	Toll-like receptor 5 (Toll/interleukin-1 receptor-like protein 3)	858	Cell membrane {ECO:0000269|PubMed:24778236}; Single-pass type I membrane protein {ECO:0000255}.	1
Q09428	ATP-binding cassette sub-family C member 8 (Sulfonylurea receptor 1)	1581	Cell membrane {ECO:0000269|PubMed:24814349}; Multi-pass membrane protein {ECO:0000255}.	1
A6NND4	Olfactory receptor 2AT4 (Olfactory receptor OR11-265)	320	Cell membrane {ECO:0000269|PubMed:24999593}; Multi-pass membrane protein {ECO:0000255}.	1
P41594	Metabotropic glutamate receptor 5 (mGluR5)	1212	"Cell membrane {ECO:0000269|PubMed:25042998, ECO:0000269|PubMed:7908515}; Multi-pass membrane protein {ECO:0000269|PubMed:25042998, ECO:0000269|PubMed:7908515}."	1
Q6ZWK4	Regulator of hemoglobinization and erythroid cell expansion protein (Regulator of human erythroid cell expansion protein)	172	Cell membrane {ECO:0000269|PubMed:25092874}; Single-pass membrane protein {ECO:0000255}.	1
P14151	L-selectin (CD62 antigen-like family member L) (Leukocyte adhesion molecule 1) (LAM-1) (Leukocyte surface antigen Leu-8) (Leukocyte-endothelial cell adhesion molecule 1) (LECAM1) (Lymph node homing receptor) (TQ1) (gp90-MEL) (CD antigen CD62L)	372	"Cell membrane {ECO:0000269|PubMed:2509939, ECO:0000269|PubMed:2663882, ECO:0000269|PubMed:28011641}; Single-pass type I membrane protein {ECO:0000305|PubMed:2663882}."	1
P32245	Melanocortin receptor 4 (MC4-R)	332	Cell membrane {ECO:0000269|PubMed:25163632}; Multi-pass membrane protein {ECO:0000255}.	1
Q13873	Bone morphogenetic protein receptor type-2 (BMP type-2 receptor) (BMPR-2) (EC 2.7.11.30) (Bone morphogenetic protein receptor type II) (BMP type II receptor) (BMPR-II)	1038	Cell membrane {ECO:0000269|PubMed:25187962}; Single-pass type I membrane protein.	1
Q8IZJ1	Netrin receptor UNC5B (Protein unc-5 homolog 2) (Protein unc-5 homolog B) (p53-regulated receptor for death and life protein 1) (p53RDL1)	945	Cell membrane {ECO:0000269|PubMed:25374360}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:O08722}. Membrane raft {ECO:0000250|UniProtKB:O08722}. Note=Associated with lipid rafts. {ECO:0000250|UniProtKB:O08722}.	1
P48547	Potassium voltage-gated channel subfamily C member 1 (NGK2) (Voltage-gated potassium channel subunit Kv3.1) (Voltage-gated potassium channel subunit Kv4)	511	"Cell membrane {ECO:0000269|PubMed:25401298}; Multi-pass membrane protein {ECO:0000255}. Cell projection, axon {ECO:0000250|UniProtKB:P25122}. Cell junction, synapse, presynaptic cell membrane {ECO:0000250|UniProtKB:P25122}. Note=Localizes in parallel fiber membranes, distributed on the perisynaptic and extrasynaptic membranes away from the active zones. {ECO:0000250|UniProtKB:P25122}."	1
O95185	Netrin receptor UNC5C (Protein unc-5 homolog 3) (Protein unc-5 homolog C)	931	"Cell membrane {ECO:0000269|PubMed:25419706}; Single-pass type I membrane protein {ECO:0000255}. Cell surface {ECO:0000269|PubMed:25419706}. Cell junction, synapse, synaptosome {ECO:0000250|UniProtKB:Q761X5}. Cell projection, axon {ECO:0000250|UniProtKB:O08747}. Cell projection, dendrite {ECO:0000250|UniProtKB:O08747}. Cell projection, growth cone {ECO:0000250|UniProtKB:O08747}. Cell projection, lamellipodium {ECO:0000250|UniProtKB:O08747}. Cell projection, filopodium {ECO:0000250|UniProtKB:O08747}."	1
Q9Y4C2	TRPM8 channel-associated factor 1 (TRP channel-associated factor 1)	921	Cell membrane {ECO:0000269|PubMed:25559186}. Note=Colocalizes with TRPM8 on the plasma membrane. {ECO:0000269|PubMed:25559186}.	1
Q86TG1	Transmembrane protein 150A (Transmembrane protein 150)	271	Cell membrane {ECO:0000269|PubMed:25608530}; Multi-pass membrane protein {ECO:0000269|PubMed:25608530}. Note=Localizes mainly at the plasma membrane; only a minor fraction localizes on intracellular structures (PubMed:25608530). {ECO:0000269|PubMed:25608530}.	1
P35414	Apelin receptor (Angiotensin receptor-like 1) (G-protein coupled receptor APJ) (G-protein coupled receptor HG11)	380	"Cell membrane {ECO:0000269|PubMed:25639753}. Note=After exposure to apelin (APLN), internalized from the cell surface into an endosomal recycling compartment, from where it is recycled to the cell membrane (By similarity). After exposure to apelin receptor early endogenous ligand (APELA), internalized from the cell surface into an endosomal recycling compartment, from where it is recycled to the cell membrane (PubMed:25639753). {ECO:0000250|UniProtKB:Q9JHG3, ECO:0000269|PubMed:25639753}."	1
P15144	Aminopeptidase N (AP-N) (hAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (Myeloid plasma membrane glycoprotein CD13) (gp150) (CD antigen CD13)	967	"Cell membrane {ECO:0000269|PubMed:2564851, ECO:0000269|PubMed:9056417}; Single-pass type II membrane protein {ECO:0000305|PubMed:1350662}. Note=Also found as a soluble form. {ECO:0000269|PubMed:7902291}."	1
P47900	P2Y purinoceptor 1 (P2Y1) (ADP receptor) (Purinergic receptor)	373	Cell membrane {ECO:0000269|PubMed:25822790}; Multi-pass membrane protein {ECO:0000269|PubMed:25822790}.	1
P36897	TGF-beta receptor type-1 (TGFR-1) (EC 2.7.11.30) (Activin A receptor type II-like protein kinase of 53kD) (Activin receptor-like kinase 5) (ALK-5) (ALK5) (Serine/threonine-protein kinase receptor R4) (SKR4) (TGF-beta type I receptor) (Transforming growth factor-beta receptor type I) (TGF-beta receptor type I) (TbetaR-I)	503	"Cell membrane {ECO:0000269|PubMed:25893292, ECO:0000269|PubMed:9472030}; Single-pass type I membrane protein {ECO:0000269|PubMed:9472030}. Cell junction, tight junction {ECO:0000269|PubMed:15761148}. Cell surface {ECO:0000269|PubMed:25893292}. Membrane raft {ECO:0000269|PubMed:25893292}."	1
O95180	Voltage-dependent T-type calcium channel subunit alpha-1H (Low-voltage-activated calcium channel alpha1 3.2 subunit) (Voltage-gated calcium channel subunit alpha Cav3.2)	2353	"Cell membrane {ECO:0000269|PubMed:25907736, ECO:0000269|PubMed:27149520, ECO:0000269|PubMed:27729216, ECO:0000269|PubMed:9670923, ECO:0000269|PubMed:9930755}; Multi-pass membrane protein {ECO:0000305}. Note=Interaction with STAC increases expression at the cell membrane. {ECO:0000269|PubMed:27149520}."	1
Q9NQS3	Nectin-3 (CDw113) (Nectin cell adhesion molecule 3) (Poliovirus receptor-related protein 3) (CD antigen CD113)	549	"Cell membrane {ECO:0000269|PubMed:26038560}; Single-pass membrane protein {ECO:0000255}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}."	1
O15554	Intermediate conductance calcium-activated potassium channel protein 4 (SK4) (SKCa 4) (SKCa4) (IKCa1) (IK1) (KCa3.1) (KCa4) (Putative Gardos channel)	427	Cell membrane {ECO:0000269|PubMed:26148990}; Multi-pass membrane protein {ECO:0000255}.	1
P37023	Serine/threonine-protein kinase receptor R3 (SKR3) (EC 2.7.11.30) (Activin receptor-like kinase 1) (ALK-1) (TGF-B superfamily receptor type I) (TSR-I)	503	Cell membrane {ECO:0000269|PubMed:26176610}; Single-pass type I membrane protein {ECO:0000255}.	1
P20916	Myelin-associated glycoprotein (Siglec-4a)	626	Cell membrane {ECO:0000269|PubMed:26179919}; Single-pass type I membrane protein {ECO:0000269|PubMed:26179919}. Membrane raft {ECO:0000250|UniProtKB:P07722}.	1
Q9HAR2	Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3)	1447	"Cell membrane {ECO:0000269|PubMed:26235030}; Multi-pass membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000250|UniProtKB:Q80TS3}. Cell junction {ECO:0000250|UniProtKB:Q80TS3}."	1
Q6UXZ4	Netrin receptor UNC5D (Protein unc-5 homolog 4) (Protein unc-5 homolog D)	953	Cell membrane {ECO:0000269|PubMed:26235030}; Single-pass type I membrane protein {ECO:0000305}.	1
B6A8C7	"T-cell-interacting, activating receptor on myeloid cells protein 1 (OSCAR-like transcript-2 protein) (OLT-2)"	271	Cell membrane {ECO:0000269|PubMed:26311901}; Single-pass type I membrane protein {ECO:0000305}.	1
O95858	Tetraspanin-15 (Tspan-15) (Tetraspan NET-7) (Transmembrane 4 superfamily member 15)	294	"Cell membrane {ECO:0000269|PubMed:26686862, ECO:0000269|PubMed:30463011}; Multi-pass membrane protein {ECO:0000305}. Late endosome membrane {ECO:0000269|PubMed:26686862}."	1
P62079	Tetraspanin-5 (Tspan-5) (Tetraspan NET-4) (Transmembrane 4 superfamily member 9)	268	Cell membrane {ECO:0000269|PubMed:26686862}; Multi-pass membrane protein {ECO:0000305}.	1
Q8NG11	Tetraspanin-14 (Tspan-14) (DC-TM4F2) (Transmembrane 4 superfamily member 14)	270	Cell membrane {ECO:0000269|PubMed:26686862}; Multi-pass membrane protein {ECO:0000305}.	1
P34981	Thyrotropin-releasing hormone receptor (TRH-R) (Thyroliberin receptor)	398	Cell membrane {ECO:0000269|PubMed:26735259}; Multi-pass membrane protein {ECO:0000255}.	1
Q6DKI7	Transmembrane protein PVRIG (CD112 receptor) (CD112R) (Poliovirus receptor-related immunoglobulin domain-containing protein)	326	Cell membrane {ECO:0000269|PubMed:26755705}; Multi-pass membrane protein {ECO:0000305}.	1
Q05586	"Glutamate receptor ionotropic, NMDA 1 (GluN1) (Glutamate [NMDA] receptor subunit zeta-1) (N-methyl-D-aspartate receptor subunit NR1) (NMD-R1)"	938	"Cell membrane {ECO:0000269|PubMed:26875626, ECO:0000269|PubMed:26919761, ECO:0000269|PubMed:28105280, ECO:0000269|PubMed:28126851, ECO:0000269|PubMed:7685113}; Multi-pass membrane protein {ECO:0000250}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}. Cell junction, synapse, postsynaptic density {ECO:0000250}. Note=Enriched in postsynaptic plasma membrane and postsynaptic densities. {ECO:0000250}."	1
O15399	"Glutamate receptor ionotropic, NMDA 2D (GluN2D) (EB11) (Glutamate [NMDA] receptor subunit epsilon-4) (N-methyl D-aspartate receptor subtype 2D) (NMDAR2D) (NR2D)"	1336	"Cell membrane {ECO:0000269|PubMed:26875626, ECO:0000269|PubMed:28126851, ECO:0000269|PubMed:9489750}; Multi-pass membrane protein. Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein."	1
Q14957	"Glutamate receptor ionotropic, NMDA 2C (GluN2C) (Glutamate [NMDA] receptor subunit epsilon-3) (N-methyl D-aspartate receptor subtype 2C) (NMDAR2C) (NR2C)"	1233	"Cell membrane {ECO:0000269|PubMed:26875626}; Multi-pass membrane protein {ECO:0000305}. Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein."	1
O43614	Orexin receptor type 2 (Ox-2-R) (Ox2-R) (Ox2R) (Hypocretin receptor type 2)	444	"Cell membrane {ECO:0000269|PubMed:26950369, ECO:0000269|PubMed:9491897, ECO:0000305|PubMed:25533960}; Multi-pass membrane protein {ECO:0000269|PubMed:25533960}."	1
O43613	Orexin receptor type 1 (Ox-1-R) (Ox1-R) (Ox1R) (Hypocretin receptor type 1)	425	"Cell membrane {ECO:0000269|PubMed:26950369, ECO:0000269|PubMed:9491897}; Multi-pass membrane protein {ECO:0000269|PubMed:26950369}."	1
Q8WTV0	"Scavenger receptor class B member 1 (SRB1) (CD36 and LIMPII analogous 1) (CLA-1) (CD36 antigen-like 1) (Collagen type I receptor, thrombospondin receptor-like 1) (SR-BI) (CD antigen CD36)"	552	"Cell membrane {ECO:0000269|PubMed:26965621}; Multi-pass membrane protein. Membrane, caveola {ECO:0000250|UniProtKB:Q61009}; Multi-pass membrane protein. Note=Predominantly localized to cholesterol and sphingomyelin-enriched domains within the plasma membrane, called caveolae."	1
Q9NVV5	Androgen-induced gene 1 protein (AIG-1) (Fatty acid esters of hydroxy fatty acids hydrolase AIG1) (FAHFA hydrolase AIG1) (EC 3.1.-.-)	238	Cell membrane {ECO:0000269|PubMed:27018888}; Multi-pass membrane protein {ECO:0000255}.	1
Q9P0K1	"Disintegrin and metalloproteinase domain-containing protein 22 (ADAM 22) (Metalloproteinase-disintegrin ADAM22-3) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2)"	906	"Cell membrane {ECO:0000269|PubMed:27066583}; Single-pass type I membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000250|UniProtKB:Q9R1V6}."	1
Q5JWF2	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas (Adenylate cyclase-stimulating G alpha protein) (Extra large alphas protein) (XLalphas)	1037	Cell membrane {ECO:0000269|PubMed:27120771}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q63803}. Apical cell membrane {ECO:0000269|PubMed:27120771}.	1
P30542	Adenosine receptor A1	326	Cell membrane {ECO:0000269|PubMed:27134041}; Multi-pass membrane protein.	1
Q96KG7	Multiple epidermal growth factor-like domains protein 10 (Multiple EGF-like domains protein 10)	1140	"Cell membrane {ECO:0000269|PubMed:27170117}; Single-pass type I membrane protein. Cell projection, phagocytic cup {ECO:0000269|PubMed:17205124}. Note=Enriched at the sites of contact with apoptotic thymocyte cells (PubMed:17205124). Forms an irregular, mosaic-like adhesion pattern in region of the cell surface that becomes firmely fixed to the substrate. Expressed at the cell surface in clusters around cell corpses during engulfment. During the engulfment of apoptotic thymocytes, recruited at the bottom of the forming phagocytic cup (PubMed:17498693). Colocalizes with ABCA1 in absence of any phagocytic challenge (PubMed:17205124). Does not localize within lamellipodia (PubMed:17498693). Does not localize with MEGF11 (PubMed:17498693). {ECO:0000269|PubMed:17205124, ECO:0000269|PubMed:17498693}."	1
O75084	Frizzled-7 (Fz-7) (hFz7) (FzE3)	574	"Cell membrane {ECO:0000269|PubMed:27386966}; Multi-pass membrane protein {ECO:0000269|PubMed:27386966}. Endosome membrane {ECO:0000269|PubMed:27386966}; Multi-pass membrane protein {ECO:0000269|PubMed:27386966}. Note=Associated to the plasma membrane in the presence of FZD7 and phosphatidylinositol 4,5-bisphosphate (PIP2). Localized in recycling endosomes in other conditions. {ECO:0000269|PubMed:27386966}."	1
Q9H0C3	Transmembrane protein 117	514	Cell membrane {ECO:0000269|PubMed:27391701}; Multi-pass membrane protein {ECO:0000255}.	1
Q8TDB8	"Solute carrier family 2, facilitated glucose transporter member 14 (Glucose transporter type 14) (GLUT-14)"	520	Cell membrane {ECO:0000269|PubMed:27460888}; Multi-pass membrane protein {ECO:0000255}.	1
Q9Y4D2	Diacylglycerol lipase-alpha (DAGL-alpha) (DGL-alpha) (EC 3.1.1.-) (Neural stem cell-derived dendrite regulator) (Sn1-specific diacylglycerol lipase alpha)	1042	"Cell membrane {ECO:0000269|PubMed:27595600}; Multi-pass membrane protein {ECO:0000255}. Cell junction, synapse, postsynaptic density membrane {ECO:0000269|PubMed:27595600}; Multi-pass membrane protein {ECO:0000255}. Early endosome membrane {ECO:0000269|PubMed:27595600}; Multi-pass membrane protein {ECO:0000255}. Cell projection, dendritic spine membrane {ECO:0000250|UniProtKB:Q6WQJ1}; Multi-pass membrane protein {ECO:0000255}. Note=Cycles between the cell surface and an intracellular endosomal compartment. Internalized by early endosomes via a clathrin-independent pathway before transport back to the postsynaptic membrane surface in a PKC-dependent manner. {ECO:0000269|PubMed:27595600}."	1
